"id","quantity_ordered","unit_1","weight_per_unit","unit_2","theoretical_calc","unit_3","trial_batch","unit_4","total_calc","unit_5","calculate_loss","percent_loss","unit_6","plus_loss","unit_7","unit_8","rd_formulas_id","department","subject","plan_order","phone_number","lot","confirm_formula","confirm_formula_date","confirm_formula_inhouse","note","user_create","record_status","created_at","updated_at"
"200","3000.0000","ชิ้น","21.9000","g","65.7000","Kg","6.5000","Kg","72.2000","Kg","1.4440","2.0000","Kg","73.6440","Kg","kg","RDF2312101","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Lilycy Perfect UV Protection SPF 50+ PA++++","","0955624767","1","7        RDF2309070_7","21/01/2024","-","Den = 0.73","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-07-22 02:42:52","2025-07-22 02:56:39"
"201","2500.0000","ชิ้น","100.0000","กรัม","250.0000","กิโลกรัม","10.0000","กิโลกรัม","260.0000","กิโลกรัม","7.8000","3.0000","กิโลกรัม","267.8000","กิโลกรัม","kg","RDF2506017","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบสำหรับผลิตภัณฑ์  MDPRODUCTS HAIR & CARE SHAMPOO (ก่อนเข้าระบบ)","","096-6254984","1","1 (RDF2506017_1)","29/07/25","","Process : Hot Process \nอ้างอิงเนื้อจาก : Perfect Organic Ultra mild  shower gel","ธนพร ปานสาคร / R&D","1","2025-07-25 06:38:06","2025-08-26 09:43:13"
"202","10000.0000","ชิ้น","30.0000","กรัม","300.0000","กิโลกรัม","10.0000","กิโลกรัม","310.0000","กิโลกรัม","6.2000","2.0000","กิโลกรัม","316.2000","กิโลกรัม","kg","RDF2506122","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","GramGrow Skin Barrier+ Moisture Renewal Cream","1110","0660977899","1","1 (MFG25/6/2025)","17/7/2025","-","RDF2506122_1   Den 1.0 สูตรยังไม่ได้เทสสเต","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-07-29 09:12:27","2025-08-01 03:04:01"
"203","10000.0000","ชิ้น","30.0000","g","300.0000","kg","10.0000","kg","310.0000","kg","9.3000","3.0000","kg","319.3000","kg","kg","RDF2506083","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบ สำหรับผลิตภัณฑ์ GramGrow Spotless Brightening+ Serum","1109","095-8942086","1","1(RDF2506083_1)","22/7/25","-","Hot process อ้างอิงเนื้อจาก:SEOUL Whitening Glow Serum, Den 1.0","วรรณภา หน่อท้าว / R&D","1","2025-07-29 09:21:26","2025-07-30 08:47:09"
"204","5000.0000","ชิ้น","19.2000","กรัม","96.0000","กิโลกรัม","9.7900","กิโลกรัม","105.7900","กิโลกรัม","2.1160","2.0000","กิโลกรัม","107.9060","กิโลกรัม","kg","RDF2507217","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Roukins Anti Acne And Dark Spot Treatment Serum 20 ml","1068","0660977899","1","2 (MFG24/1/2025)","30/1/2025","2.1","RDF2507217_2.1 den 0.96","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-07-29 09:57:11","2025-07-29 09:58:57"
"205","600.0000","ชิ้น","65.5700","กรัม","39.3420","กิโลกรัม","0.0000","กิโลกรัม","39.3420","กิโลกรัม","0.5900","1.5000","กิโลกรัม","39.9320","กิโลกรัม","kg","RDF2507220","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","W DIARY BLUE MELATINOL BIPHASE 250 ml part oil (600 ชิ้น สูตรตัด Revinage)","1075","0660977899","1","3","30/5/2025","-","RDF2405137_3.3  Den 0.83  ใช้สำหรับผลิต Lot 1 เท่านั้น","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-07-29 10:53:43","2025-07-29 10:54:06"
"206","10000.0000","ชิ้น","30.0000","กรัม","300.0000","กิโลกรัม","10.0000","กิโลกรัม","310.0000","กิโลกรัม","10.8500","3.5000","กิโลกรัม","320.8500","กิโลกรัม","kg","RDF2506070","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ GramGrow SpotShield UV+ SPF50+ PA++++","1108","0946766466","1","1","17/07/2025","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-07-30 03:10:43","2025-07-30 03:10:43"
"207","5000.0000","ชิ้น","10.3200","g","51.6000","kg","10.0000","kg","61.6000","kg","0.9240","1.5000","kg","62.5240","kg","kg","RDF2505091","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบ สำหรับผลิตภัณฑ์ Nangzin Nail Serum","1116","095-8942086","1","1(RDF2505010_2.1)","29/7/25","-","กึ่ง Hot Process อ้างอิงเนื้อจาก:W diary revolutionary body treatment oil, Den 0.86","วรรณภา หน่อท้าว / R&D","1","2025-07-30 04:11:58","2025-07-30 04:54:31"
"208","5000.0000","ชิ้น","30.0000","ml","150.0000","Kg","10.0000","Kg","160.0000","Kg","2.4000","1.5000","Kg","162.4000","Kg","kg","RDF2507091","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Foresta Brittany Power Essence","1095","0955624767","1","3   RDF2410026_3","21/07/2568","","ปรับจากRDF2410026_2 โดยการorganics bulgarian lavender water เข้าไป \nเนื้อเหลวเหมือนน้ำเปล่า อ้างอิง %loss จากสูตร Foresta eau de rose essence","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-07-30 09:49:22","2025-07-30 10:02:26"
"209","4.0000","ชิ้น","5000.0000","กรัม","20.0000","กิโลกรัม","2.0000","กิโลกรัม","22.0000","กิโลกรัม","0.6600","3.0000","กิโลกรัม","22.6600","กิโลกรัม","kg","RDF2506062","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ MDPRODUCTS FurryCure Shampoo","1113","0946766466","1","1 (RDF2506062_1)","","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-08-04 03:31:46","2025-08-04 03:31:46"
"210","4.0000","ชิ้น","5000.0000","กรัม","20.0000","กิโลกรัม","2.0000","กิโลกรัม","22.0000","กิโลกรัม","0.2200","1.0000","กิโลกรัม","22.2200","กิโลกรัม","kg","RDF2507191","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบสำหรับผลิตภัณฑ์   MDPRODUCTS MDpal Moisturizing Spray","1115","096-6254984","1","1 (RDF2507191_1)","29/07/25","-","Process : Cold Process\nอ้างอิงเนื้อจาก : MDLight Finger Root Moisturizing Spray","Sasikan.won / R&D","1","2025-08-04 04:39:05","2025-08-04 06:31:46"
"211","4.0000","ชิ้น","5000.0000","กรัม","20.0000","กิโลกรัม","0.0000","กิโลกรัม","20.0000","กิโลกรัม","0.1000","0.5000","กิโลกรัม","20.1000","กิโลกรัม","kg","RDF2507190","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","MDPRODUCTS Mehair Tonic Serum","1114","0889853722","1","RDF2507190_2","","","den=1","Benjamas Waedudom / R&D","1","2025-08-04 09:24:14","2025-08-06 02:21:38"
"212","4.0000","ชิ้น","5000.0000","กรัม","20.0000","กิโลกรัม","0.0000","กิโลกรัม","20.0000","กิโลกรัม","0.2000","1.0000","กิโลกรัม","20.2000","กิโลกรัม","kg","RDF2507190","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","MDPRODUCTS Mehair Tonic Serum","","0889853722","1","RDF2507190_2","4/8/25","","den=1","Benjamas Waedudom / R&D","1","2025-08-04 09:26:12","2025-08-04 09:26:12"
"213","2000.0000","ชิ้น","250.0000","g","500.0000","Kg","0.0000","Kg","500.0000","Kg","15.0000","3.0000","Kg","515.0000","Kg","kg","RDF2401093","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Hlabs Anti dandruff intense shampoo","1122","0955624767","2","สูตร 6.2 กลิ่น Dream in vegas","CF Date 14/10/24","","%Loss อ้างอิงจากLOT1\nสูตร 100.30%","Thidapon Kliangrot / R&D","1","2025-08-05 04:15:27","2025-08-05 04:24:31"
"214","3000.0000","","50.0000","","150.0000","","10.0000","","160.0000","","0.0000","0.0000","","160.0000","","kg","RDF2507230","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","","","","","","","","","Siriwan.boo / R&D","1","2025-08-07 02:15:42","2025-08-07 02:15:42"
"215","3000.0000","ชิ้น","30.0000","กรัม","90.0000","กิโลกรัม","9.0000","กิโลกรัม","99.0000","กิโลกรัม","3.4650","3.5000","กิโลกรัม","102.4650","กิโลกรัม","kg","RDF2506155","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Lumiskin Morning Call Hydra-Bright Advanced Sunscreen SPF 50+ PA++++","1124","063-241-4993","1","5 (RDF2505040_5)","3/7/25","","","Rinthanan.Sup / R&D","1","2025-08-11 09:52:28","2025-08-11 10:30:05"
"216","10000.0000","ชิ้น","30.0000","กรัม","300.0000","กิโลกรัม","0.0000","กิโลกรัม","300.0000","กิโลกรัม","12.0000","4.0000","กิโลกรัม","312.0000","กิโลกรัม","kg","RDF2404003","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Foresta sweet summer vegan sunscreen spf50+ Pa++++ (สูตรไม่ทำร้ายประการัง)  (💓น้องชมพู)","1126","0660977899","3","7.2 (MFG26/4/2565)","-","-","RDF2404003_7.2   Den 1.0","ชรินทร์ทิพย์ / R&D","1","2025-08-13 04:01:33","2025-08-13 04:01:33"
"217","3.0000","ชิ้น","1000.0000","กรัม","3.0000","กิโลกรัม","0.0000","กิโลกรัม","3.0000","กิโลกรัม","0.3000","10.0000","กิโลกรัม","3.3000","กิโลกรัม","kg","RDF2505199","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Multara Hair Scrub","1142","0660977899","Tester","6.1","-","-","RDF2409054_6  เนื่องจากจำนวนน้อยจึงเผื่อ loss ตาม lab scale","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-08-13 09:20:19","2025-08-29 03:59:03"
"218","20000.0000","ชิ้น","130.0000","กรัม","2600.0000","กิโลกรัม","0.0000","กิโลกรัม","2600.0000","กิโลกรัม","26.0000","1.0000","กิโลกรัม","2626.0000","กิโลกรัม","kg","RDF2506170","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์  SMOOTH E SERUM-IN-PAD","1080","0946766466","1","2 (RDF2505011_2)","8/8/2025","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-08-15 01:54:38","2025-08-20 09:34:51"
"219","10000.0000","ชิ้น","30.0000","กรัม","300.0000","กิโลกรัม","10.0000","กิโลกรัม","310.0000","กิโลกรัม","6.2000","2.0000","กิโลกรัม","316.2000","กิโลกรัม","kg","RDF2508041","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","GramGrow Skin Barrier+ Moisture Renewal Cream 30 ml","1110","0660977899","1","2 (MFG14/8/2025)","20/8/2025","-","RDF2506122_2 ,  den 1.0  *สูตรกำลังดำเนินการเทส sta*","ชรินทร์ทิพย์ ทวิสิริทรัพย์ / R&D","1","2025-08-20 03:43:25","2025-08-20 06:45:55"
"220","10000.0000","ชิ้น","200.0000","กรัม","2000.0000","กิโลกรัม","10.0000","กิโลกรัม","2010.0000","กิโลกรัม","20.1000","1.0000","กิโลกรัม","2030.1000","กิโลกรัม","kg","RDF2508066","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบสำหรับผลิตภัณฑ์ Smooth E MICELLAR-IN-PAD","1081","0946766466","1","6 (RDF2505133_6)","15/8/25","-","อ้างอิงจากการผลิต LA GLACE DAILY MOISTURIZING PADS AQUALOCK12™ HYALURONIC  COMPLEX  เนื่องจาก เป็น Cool Process","Siriwan.boo / R&D","1","2025-08-21 03:16:18","2025-09-02 02:33:55"
"221","3000.0000","ชิ้น","250.0000","g","750.0000","Kg","10.0000","Kg","760.0000","Kg","22.8000","3.0000","Kg","782.8000","Kg","kg","RDF2508154","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Perfect Organic Ultra mild shower gel","1125","0955624767","5","13 RDF2308008_13","07/03/24","RDF2508154_1","อยากให้มีการทำ Trial Bacth ก่อน เนื่องจากมีการเปลี่ยนสารทำความสะอาด","ธิดาพร  เกลี้ยงรส / Viewer","1","2025-08-21 09:30:28","2025-08-21 09:30:28"
"222","1000.0000","ชิ้น","330.0000","กรัม","330.0000","กิโลกรัม","10.0000","กิโลกรัม","340.0000","กิโลกรัม","10.2000","3.0000","กิโลกรัม","350.2000","กิโลกรัม","kg","RDF2506195","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบสำหรับผลิตภัณฑ์ W.diary  Gem Magic Plumping Scrub","1140","096-6254984","1","สูตร 8 (RDF2404144_8)","22/8/2025","-","Process : Hot process\nอ้างอิงเนื้อจาก :  Bouquet Body Scrub","ธนพร ปานสาคร / R&D","1","2025-08-25 10:20:33","2025-09-15 10:09:05"
"223","20000.0000","ชิ้น","2.0000","กรัม","40.0000","กิโลกรัม","0.0000","","40.0000","กิโลกรัม","0.0000","0.0000","กิโลกรัม","40.0000","กิโลกรัม","kg","RDF2503080","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ HER HYNESS UV ADAPT HYA WATER SUNSCREEN SPF50+ PA++++","","0946766466","2","3.7D","11/3/2025","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-08-26 07:19:10","2025-08-26 07:19:10"
"224","66.0000","ชิ้น","30.0000","กรัม","1.9800","กิโลกรัม","0.0000","","1.9800","กิโลกรัม","0.0790","4.0000","กิโลกรัม","2.0590","กิโลกรัม","kg","RDF2410097","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Dior Prestige Cream  (Tester)","1141","0946766466","Tester","1  (RDF2410097_1)","","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-08-26 07:31:50","2025-08-27 04:11:44"
"225","3000.0000","ชิ้น","30.0000","กรัม","90.0000","กิโลกรัม","9.0000","กิโลกรัม","99.0000","กิโลกรัม","1.9800","2.0000","กิโลกรัม","100.9800","กิโลกรัม","kg","RDF2505160","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบสำหรับผลิตภัณฑ์ NS Beauty Moisture Cream","","096-6254984","1","3 (RDF2501155_3)","15/8/2025","-","Process : cold process \nอ้างอิงเนื้อจาก : SEOUL Moist Reju Cream","Thanaporn/  R&D (ทำแทนน้องแต้วค่ะ)","1","2025-08-27 03:07:34","2025-08-27 03:07:34"
"226","10000.0000","ชิ้น","30.0000","กรัม","300.0000","กิโลกรัม","10.0000","กิโลกรัม","310.0000","กิโลกรัม","10.8500","3.5000","กิโลกรัม","320.8500","กิโลกรัม","kg","RDF2508082","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ GramGrow SpotShield UV+ SPF50+ PA++++","1108","0946766466","1","2 (RDF2506070_2)","25/08/2025","","","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-09-01 03:56:15","2025-09-01 03:56:15"
"227","5000.0000","ชิ้น","3.0000","กรัม","15.0000","กิโลกรัม","0.0000","","15.0000","กิโลกรัม","0.0000","0.0000","","15.0000","กิโลกรัม","kg","RDF2509036","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ SPEED Powder for game ( แป้งฟัฟสำหรับเกมเมอร์ )","1146","0946766466","1","4.2","","","ให้ซัพ Van ทำ","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-09-04 06:59:39","2025-09-04 06:59:39"
"228","20.0000","แกลลอน","3000.0000","กรัม","60.0000","กิโลกรัม","0.0000","กิโลกรัม","60.0000","กิโลกรัม","1.8000","3.0000","กิโลกรัม","61.8000","กิโลกรัม","kg","RDF2508075","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Minimori Multi-Purpose Cleaning Gel (เเกลลอน)","1149","063-241-4993","1","3 (RDF2503118_3)","27/08/25","","Den 1.0","Rinthanan.Sup / R&D","1","2025-09-04 08:14:01","2025-09-04 08:26:42"
"229","40.0000","ชิ้น","1000.0000","กรัม","40.0000","กิโลกรัม","0.0000","","40.0000","กิโลกรัม","1.2000","3.0000","กิโลกรัม","41.2000","กิโลกรัม","kg","RDF2508075","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Minimori Multi-Purpose Cleaning Gel (ถุง refill)","1148","063-241-4993","1","3 (RDF2503118_3)","27/08/25","","Den 1.0","Rinthanan.Sup / R&D","1","2025-09-04 08:17:19","2025-09-04 08:17:19"
"230","20.0000","แกลลอน","3000.0000","กรัม","60.0000","กิโลกรัม","0.0000","กิโลกรัม","60.0000","กิโลกรัม","1.8000","3.0000","กิโลกรัม","61.8000","กิโลกรัม","kg","RDF2508075","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Minimori Multi-Purpose Cleaning Gel (เเกลลอน)","1149","063-241-4993","1","3 (RDF2503118_3)","27/08/25","","Den 1.0","Rinthanan.Sup / R&D","1","2025-09-04 08:18:12","2025-09-04 08:18:12"
"231","10000.0000","ชิ้น","2.0000","กรัม","20.0000","กิโลกรัม","0.0000","-","20.0000","กิโลกรัม","0.6000","3.0000","กิโลกรัม","20.6000","กิโลกรัม","kg","RDF2508173","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","","","096-6254984","","","","","","ธนพร ปานสาคร / R&D","1","2025-09-05 10:20:46","2025-09-08 03:06:44"
"232","10000.0000","ชิ้น","2.0000","กรัม","20.0000","กิโลกรัม","0.0000","","20.0000","กิโลกรัม","0.6000","3.0000","กิโลกรัม","20.6000","กิโลกรัม","kg","RDF2509034","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","","","096-6254984","","","","","","ธนพร ปานสาคร / R&D","1","2025-09-05 10:30:34","2025-09-10 01:49:42"
"233","10000.0000","ชิ้น","2.0000","กรัม","20.0000","กิโลกรัม","0.0000","","20.0000","กิโลกรัม","0.6000","3.0000","กิโลกรัม","20.6000","กิโลกรัม","kg","RDF2509035","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","","","096-6254984","","","","","","ธนพร ปานสาคร / R&D","1","2025-09-05 10:33:14","2025-09-10 01:49:26"
"234","3000.0000","ชิ้น","98.0000","กรัม","294.0000","กิโลกรัม","10.0000","กิโลกรัม","304.0000","กิโลกรัม","4.5600","1.5000","กิโลกรัม","308.5600","กิโลกรัม","kg","RDF2506150","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบผลิตภัณฑ์ Symmony​ Skin​ revive essense","1157","0946766466","1","15 (RDF2310140_15)","29/08/2025","","Density = 0.98","ธัญณิชชวีร์ ศรีวรานนท์ / R&D","1","2025-09-09 02:28:02","2025-09-09 02:28:02"
"235","100000.0000","ชิ้น","40.0000","กรัม","4000.0000","กิโลกรัม","10.0000","กิโลกรัม","4010.0000","กิโลกรัม","80.2000","2.0000","กิโลกรัม","4090.2000","กิโลกรัม","kg","RDF2509065","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","LA GLACE BROAD SPECTRUM DAILY AQUANOVA SUNSCREEN (1.4A) เช็คก่อนเข้าระบบ","","096-6254984","","RDF2509065_1 ยังไม่ CF","","","","ธนพร ปานสาคร / R&D","1","2025-09-10 05:44:54","2025-09-10 05:48:51"
"236","100000.0000","ชิ้น","40.0000","กรัม","4000.0000","กิโลกรัม","10.0000","กิโลกรัม","4010.0000","กิโลกรัม","80.2000","2.0000","กิโลกรัม","4090.2000","กิโลกรัม","kg","RDF2509066","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","LA GLACE BROAD SPECTRUM DAILY AQUANOVA SUNSCREEN (1.4B) เช็คก่อนเข้าระบบ","","096-6254984","","","","","","ธนพร ปานสาคร / R&D","1","2025-09-10 05:51:39","2025-09-10 05:52:19"
"237","10000.0000","ชิ้น","200.0000","กรัม","2000.0000","กิโลกรัม","0.0000","","2000.0000","กิโลกรัม","20.0000","1.0000","กิโลกรัม","2020.0000","กิโลกรัม","kg","RDF2509084","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","VERI MOIST AQUAPURE MICELLAR CLEANSING WATER 200 ml","","0968180782","2","","","","","Jiratchaya .cha / R&D","1","2025-09-10 06:29:29","2025-09-10 06:29:29"
"238","2000.0000","ชิ้น","100.0000","กรัม","200.0000","กิโลกรัม","10.0000","กิโลกรัม","210.0000","กิโลกรัม","5.2500","2.5000","กิโลกรัม","215.2500","กิโลกรัม","kg","RDF2505165","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Minimori Gentle Whip Waterless Shampoo  กลิ่น Coco Cuddle","1159","0889853722","1","RDF2505135_3.2","10/6/25","","Den.1","Benjamas Waedudom / R&D","1","2025-09-11 10:45:22","2025-09-11 10:45:22"
"239","2000.0000","ชิ้น","100.0000","กรัม","200.0000","กิโลกรัม","10.0000","กิโลกรัม","210.0000","กิโลกรัม","5.2500","2.5000","กิโลกรัม","215.2500","กิโลกรัม","kg","RDF2505166","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","Minimori Gentle Whip Waterless Shampoo  กลิ่น Jelly Belly","1160","0889853722","1","RDF2505135_3.3","10/6/25","","Den.1","Benjamas Waedudom / R&D","1","2025-09-11 10:45:35","2025-09-11 10:46:19"
"240","3000.0000","ชิ้น","50.0000","กรัม","150.0000","กิโลกรัม","10.0000","กิโลกรัม","160.0000","กิโลกรัม","1.6000","1.0000","กิโลกรัม","161.6000","กิโลกรัม","kg","RDF2403185","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","STER PET SP Spray","681","0889853722","3","RDF2403185_1","5/4/2024","","Den 1","เบญจมาศ แวดอุดม/ R&D","1","2025-09-15 07:27:36","2025-09-15 07:27:36"
"241","3000.0000","ชิ้น","100.0000","ml","300.0000","กิโลกรัม","10.0000","กิโลกรัม","310.0000","กิโลกรัม","9.3000","3.0000","กิโลกรัม","319.3000","กิโลกรัม","kg","RDF2506052","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","O\DELLA  Feminine Wash,1165,0889853722,1,RDF2506052_3,8/8/25,NULL,den 1.06,Benjamas Waedudom / R&D,1,2025-09-15 08:04:57,2025-09-15 08:04:57"
"242","10000.0000","ชิ้น","200.0000","g","2000.0000","kg","10.0000","kg","2010.0000","kg","60.3000","3.0000","kg","2070.3000","kg","kg","RDF2508079","วิจัยและพัฒนาผลิตภัณฑ์ (เครื่องสำอาง)","สั่งซื้อวัตถุดิบ สำหรับผลิตภัณฑ์ PHARMULAR ACNE CLEAR BODY WASH","1121","095-8942086","1","1(RDF2508079_1)","4/8/25","-","กึ่ง Hot process อ้างอิงเนื้อจาก:PHARMULAR ULTRAMOIST CLEANSING GEL, Den = 1.0","วรรณภา หน่อท้าว / R&D","1","2025-09-15 10:10:00","2025-09-15 10:13:45"
