"id","formula_masters_id","ppart_action","step_number","sub_number","pdetails","ptime","ptemp","paction_output","psts_check","remark","created_at","updated_at"
"89","MF2212008","C","3","","ชั่ง ▢RC000000 ลงในหม้อผสมเล็กจากนั้นโปรย ▢RC00H005ลงไป ปั่นผสมที่ความเร็วรอบ 300-700 rpm  จนกระจายเป็นเนื้อเดียวกัน","15-30","-","ของเหลว โปร่งใส \nไม่มีกลิ่น","","","2022-12-07 04:44:21","2022-12-07 04:45:23"
"90","MF2212008","A+B+C","4","","ปั่นผสม ▢Part A+B ต่อเนื่องจนอุณหภูมิลงมาประมาณ 50-55 ºC จึงเติม ▢Part C ปั่นผสมที่ความเร็วรอบ 300-700 rpm  จนเป็นเนื้อเดียวกัน","15-30","40-45","ของเหลว สีขาว ทึบแสง           ไม่มีกลิ่น","","","2022-12-07 04:45:29","2022-12-07 04:49:54"
"91","MF2212008","A+B+C+D","5","","เติม ▢Part D ทีละตัว ▢RC00G011, ▢RC00H004, ▢RC00P023, ▢RC00P014 และ ▢RC00R010  พร้อมปั่นผสมความเร็วรอบ 300-700 rpm   จนละลายเป็นเนื้อเดียวกัน","15-30","-","ของเหลว สีขาว ทึบแสง\nไม่มีกลิ่น","","","2022-12-07 04:46:29","2022-12-07 04:49:59"
"92","MF2212008","E","6","","ชั่ง ▢RC000000ลงในหม้อผสมเล็กจากนั้นเติม ▢RC00S051, ▢RC00N003 และ ▢RC00D002 ลงไป คนผสมให้ละลายเป็นเนื้อเดียวกัน","5-10","-","ของเหลว โปร่งใส\nไม่มีกลิ่น","","","2022-12-07 04:47:16","2022-12-07 04:48:15"
"93","MF2212008","A+B+C+D+E","7","","เติม ▢Part E ลง ▢Part A+B+C+D ปั่นผสมที่ความเร็วรอบ 300-700 rpm จนกระจายเป็นเนื้อเดียวกัน","10-15","-","ของเหลว สีขาว  ทึบแสง\n           ไม่มีกลิ่น","","","2022-12-07 04:48:12","2022-12-07 04:50:09"
"94","MF2212008","A+B+C+D+E+F","8","","เติม ▢Part F (RC00S003) ลง ▢Part A+B+C+D+E ปั่นผสมที่ความเร็วรอบ 300-700 rpm จนกระจายเป็นเนื้อเดียวกัน","10-15","-","ของเหลว สีขาว ทึบแสง\nไม่มีกลิ่น\npH = 5-6","","","2022-12-07 04:50:19","2022-12-07 04:51:06"
"95","MF2212008","-","9","","▢เทเนื้อ Bulk ลงถังแบ่ง Bulk จากนั้น ปั่นผสมให้เข้ากันเป็นเนื้อเดียว","5-10","-","ของเหลว สีขาว ทึบแสง\nไม่มีกลิ่น\npH = 5-6","","","2022-12-07 04:50:32","2022-12-07 04:51:22"
"96","MF2212009","A","1","","ผสม ▢Part A ในหม้อผสมใหญ่ เติมวัตถุดิบ ▢RC00O011 ลง RC000000(อุณหภูมิ 85-90 ºC) จากนั้นจึงเติม ▢RC00R008 ปั่นผสมที่ความเร็วรอบ 300-700 rpm   จนกระจายเป็นเนื้อเดียวกัน","60-90","85-90","ของเหลว สีขาว โปร่งแสง  ไม่มีกลิ่น","","","2022-12-08 04:09:34","2022-12-08 04:12:52"
"97","MF2212009","A+B","2","","ปั่นผสม ▢Part A ต่อเนื่องจนอุณหภูมิลงมาประมาณ 55-60 ºC จึงเติม ▢Part B (RC00I004)  ปั่นผสมที่ความเร็วรอบ 300-700 rpm  จนเข้ากันเป็นเนื้อเดียว","15-30","55-60","ของเหลว สีขาว ทึบแสง ไม่มีกลิ่น","","","2022-12-08 04:12:58","2022-12-08 04:13:28"
"98","MF2212009","C","3","","ชั่ง ▢RC000000 ลงในหม้อผสมเล็กจากนั้นโปรย ▢RC00H005ลงไป ปั่นผสมที่ความเร็วรอบ 300-700 rpm  จนกระจายเป็นเนื้อเดียวกัน","15-30","-","ของเหลว โปร่งใส \nไม่มีกลิ่น","","","2022-12-08 04:13:38","2022-12-08 04:14:03"
"99","MF2212009","A+B+C","4","","ปั่นผสม ▢Part A+B ต่อเนื่องจนอุณหภูมิลงมาประมาณ 50-55 ºC จึงเติม ▢Part C ปั่นผสมที่ความเร็วรอบ 300-700 rpm  จนเป็นเนื้อเดียวกัน","15-30","40-45","ของเหลว สีขาว ทึบแสง ไม่มีกลิ่น","","","2022-12-08 04:14:12","2022-12-08 04:15:07"
"100","MF2212009","A+B+C+D","5","","เติม ▢Part D ทีละตัว ▢RC00G011, ▢RC00H004, ▢RC00P023, ▢RC00P014 และ ▢RC00R010  พร้อมปั่นผสมความเร็วรอบ 300-700 rpm   จนละลายเป็นเนื้อเดียวกัน","15-30","-","ของเหลว สีขาว ทึบแสง ไม่มีกลิ่น","","","2022-12-08 04:15:11","2022-12-08 04:17:26"
"101","MF2212009","E","6","","ชั่ง ▢RC000000ลงในหม้อผสมเล็กจากนั้นเติม ▢RC00S051, ▢RC00N003 และ ▢RC00D002 ลงไป คนผสมให้ละลายเป็นเนื้อเดียวกัน","5-10","","ของเหลว โปร่งใส\nไม่มีกลิ่น","","","2022-12-08 04:16:25","2022-12-08 04:17:54"
"102","MF2212009","A+B+C+D+E","7","","เติม ▢Part E ลง ▢Part A+B+C+D ปั่นผสมที่ความเร็วรอบ 300-700 rpm จนกระจายเป็นเนื้อเดียวกัน","10-15","-","ของเหลว สีขาว  ทึบแสง  ไม่มีกลิ่น","","","2022-12-08 04:18:01","2022-12-08 04:18:34"
"103","MF2212009","A+B+C+D+E+F","8","","เติม ▢Part F (RC00S003) ลง ▢Part A+B+C+D+E ปั่นผสมที่ความเร็วรอบ 300-700 rpm จนกระจายเป็นเนื้อเดียวกัน","10-15","-","ของเหลว สีขาว ทึบแสง ไม่มีกลิ่น\npH = 5-6","","","2022-12-08 04:18:45","2022-12-08 04:19:10"
"104","MF2212009","-","9","","▢เทเนื้อ Bulk ลงถังแบ่ง Bulk จากนั้น ปั่นผสมให้เข้ากันเป็นเนื้อเดียว","5-10","-","ของเหลว สีขาว ทึบแสง  ไม่มีกลิ่น\npH = 5-6","","","2022-12-08 04:19:16","2022-12-08 04:19:55"
"105","MF2212010","A","1","","เตรียม part A โดยโปรยวัตถุดิบลำดับที่ 2 ▢RC00C001 ลงในวัตถุดิบลำดับที่ 1 ▢RC000000 แช่ทิ้งไว้ 1 คืน แล้วปั่นผสมด้วยเครื่องปั่นเล็กที่ความเร็วรอบ 300-600 rpm","60-120","-","เนื้อเจล โปร่งแสง \nไม่มีสี ไม่มีกลิ่น","","","2022-12-09 02:47:51","2022-12-12 02:39:17"
"106","MF2212010","B","2","","เตรียม part B โดยโปรยวัตถุดิบลำดับที่ 4 ▢ RC00H005 ลงในวัตถุดิบลำดับที่ 3 ▢ RC000000 ปั่นผสมด้วยเครื่องปั่นใหญ่ที่ความเร็วรอบ 400-800 rpm","30-60","-","ของเหลว โปร่งใส \nไม่มีสี ไม่มีกลิ่น","","","2022-12-09 02:48:15","2022-12-12 02:41:07"
"107","MF2212010","A+B","3","","เติม part A ลงใน part B ปั่นผสมที่ความเร็วรอบ 400-800 rpm","5-10","-","ของเหลว โปร่งแสง \nไม่มีสี ไม่มีกลิ่น","","","2022-12-09 02:48:40","2022-12-09 03:06:03"
"108","MF2212010","C","4","","เตรียม part C โดยโปรยวัตถุดิบลำดับที่ 5 ▢ RC00X001 ลงในวัตถุดิบลำดับที่ 6 ▢ RC00R007 คนผสมให้เข้ากันด้วยไม้พาย","1-5","-","ของเหลว โปร่งแสง \nไม่มีสี ไม่มีกลิ่น","","","2022-12-09 02:49:00","2024-03-28 02:13:45"
"109","MF2212010","A+B+C","5","","เติม part C ลงใน part A+B ปั่นผสมที่ความเร็วรอบ 400-800 rpm","10-15","-","ของเหลว โปร่งแสง \nไม่มีสี ไม่มีกลิ่น","","","2022-12-09 02:49:28","2022-12-09 03:06:12"
"110","MF2212010","A+B+C+D","6","","เติมวัตถุดิบลำดับที่ 7 ▢ RC00O003 ลงในขั้นตอนที่ 5 ปั่นผสมด้วยความเร็วรอบ 400-800 rpm","1-5","-","ของเหลว โปร่งแสง \nไม่มีสี ไม่มีกลิ่น","","","2022-12-09 02:49:45","2022-12-09 03:08:17"
"111","MF2212010","A+B+C+D","7","","เติมวัตถุดิบลำดับที่ 8 ▢ RC00I003 ลงในขั้นตอนที่ 6 ปั่นผสมด้วยความเร็วรอบ 400-800 rpm","1-5","-","ของเหลว โปร่งแสง \nไม่มีสี ไม่มีกลิ่น","","","2022-12-09 02:50:02","2022-12-09 03:08:30"
"112","MF2212010","A+B+C+D","8","","เติมวัตถุดิบลำดับที่ 9 ▢ RC00G006 ลงในขั้นตอนที่ 7 ปั่นผสมด้วยความเร็วรอบ 400-800 rpm","1-5","-","ของเหลว โปร่งแสง \nไม่มีสี ไม่มีกลิ่น","","","2022-12-09 03:05:07","2022-12-09 03:08:35"
"113","MF2212010","A+B+C+D","9","","เติมวัตถุดิบลำดับที่ 10 ▢ RC00T016 ลงในขั้นตอนที่ 8 ปั่นผสมด้วยความเร็วรอบ 600-1000 rpm","10-15","-","เนื้อเจล ใส มีฟองแทรก \nไม่มีสี ไม่มีกลิ่น\npH = 6","","","2022-12-09 03:05:24","2022-12-09 03:08:47"
