"id","fda_number","th_name","en_name","type","file_json","companies_id","fml_code","fml_name","genus","specie","part_used","solven","solven_group","note","cas_no","ins_no","part_use","record_status","created_at","updated_at"
"126","AP-0000157","ผงโรสฮิปส์","ROSEHIP POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"127","AP-0000158","ผงลำไย","LONGAN POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อหุ้มเมล็ด ARIL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"128","AP-00001599","ผงพริกเผ็ด","CHILI PEPPERS POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"129","AP-0000160","ผงลูกเดือย","JOB\S TEARS POWDER,PLANT/ANIMAL,breakdown-component,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-,-,เมล็ด SEED,1,2025-08-07 16:39:01,2025-08-07 16:39:01"
"130","AP-00001600","-","PASSION FRUIT PUREE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"131","AP-00001602","น้ำลิ้นจี่เข้มข้น","LYCHEE JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"132","AP-00001603","น้ำแครนเบอร์รี่เข้มข้น","CRANBERRY JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"133","AP-00001604","ผงควินัว","QUINOA POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ด SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"134","AP-00001605","ผงอะโวคาโด","AVOCADO POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"135","AP-00001606","ผงข้าวสาลี","WHEAT POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ดไม่รวมเปลือก SEED (WITHOUT HULL)","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"136","AP-00001607","ผงหอยนางรม","OYSTER POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อ MEAT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"137","AP-00001608","น้ำมะพร้าวผง","COCONUT JUICE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","น้ำในผล COCONUT JUICE","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"138","AP-0000161","ผงลูกเดือย","JOB’S TEARS POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ด SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"139","AP-00001610","ผงผักชี","CORIANDER POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ใบ LEAF","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"140","AP-00001611","อัญชัน","BUTTERFLY PEA","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ดอก FLOWER","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"141","AP-00001612","ผงไชเท้า","CHINESE RADISH POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","หัว  ROOT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"142","AP-00001615","น้ำเอลเดอเบอร์รี่เข้มข้น","ELDERBERRY JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"143","AP-00001616","น้ำทับทิมเข้มข้น","POMEGRANATE JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ดและเนื้อหุ้มเมล็ด SEED AND ARIL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"144","AP-00001617","น้ำองุ่นเข้มข้น","GRAPE JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"145","AP-00001618","อ้อย","SUGAR CANE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","น้ำในลำต้น  CANE JUICE","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"146","AP-00001619","ข้าวหอมไทย (ข้าวปทุมธานี 1)","THAI AROMATIC RICE (PATHUM THANI 1)","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ดไม่รวมเปลือก SEED (WITHOUT HULL)","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"147","AP-00001620","ข้าวหอมไทย (กลุ่มข้าวเจ้านุ่ม)","THAI JASMINE RICE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ด SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"148","AP-00001621","พีช","PEACH","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"149","AP-00001622","แตงโม","WATER MELON","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"150","AP-00001623","มะละกอ","PAPAYA/PAWPAW/TREE MELON","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"151","AP-00001624","สาลี่จีน","CHINESE PEAR","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"152","AP-00001625","องุ่น","GRAPE/GRAPE VINE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"153","AP-00001626","ลำไย","LONGAN/CAT\S-EYE/DRAGON\S-EYE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อหุ้มเมล็ด ARIL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"154","AP-00001627","ลิ้นจี่","LITCHI/LYCHEE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อหุ้มเมล็ด ARIL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"155","AP-00001628","มะเขือเทศ","WILD TOMATO/LOVE APPLE/TOMATO","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"156","AP-00001629","หม่อน","WHITE MULBERRY/MULBERRY TREE/MULBERRY","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ลูก FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"157","AP-00001630","แตงโม","WATER MELON","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"158","AP-00001631","แตงโม","WATER MELON","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"159","AP-00001632","แตงโม","WATER MELON","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"160","AP-00001633","องุ่น","GRAPE/GRAPE VINE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"161","AP-00001634","ชมพู่แก้มแหม่ม","JAVA APPLE/WAX APPLE/WAX JAMBU","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"162","AP-00001635","ลำไย","LONGAN/CAT\S-EYE/DRAGON\S-EYE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อหุ้มเมล็ด ARIL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"163","AP-00001636","มะเขือเทศ","WILD TOMATO/LOVE APPLE/TOMATO","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"164","AP-00001638","สับปะรด","PINEAPPLE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"165","AP-00001639","สับปะรด","PINEAPPLE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"166","AP-0000164","ผงว่านหางจระเข้","ALOE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","วุ้นจากใบ MUCILAGE FROM LEAF (GEL)","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"167","AP-00001640","ส้มเกลี้ยง/ส้มเช้ง","SWEET ORANGE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"168","AP-00001641","ส้มเกลี้ยง/ส้มเช้ง","SWEET ORANGE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"169","AP-00001642","ฝรั่ง","GUAVA","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"170","AP-00001643","กล้วย","BANANA","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"171","AP-00001644","แก้วมังกร","DRAGON FRUIT/PITAYA","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อในผลและเมล็ด FLESHY PART OF FRUIT AND SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"172","AP-00001647","กีวี","KIWI/CHINESE GOOSEBERRY","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เนื้อในผลและเมล็ด PULP","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"173","AP-00001648","แครอท/ผักกาดแดง","CARROT","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ราก ROOT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"174","AP-00001649","แครอท/ผักกาดแดง","CARROT","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ราก ROOT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"175","AP-0000165","ผงว่านหางจระเข้","ALOE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","วุ้นจากใบ MUCILAGE FROM LEAF (GEL)","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"176","AP-00001651","แอปเปิ้ล","APPLE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"177","AP-00001652","ถั่วเหลือง","SOY BEAN/SOYA BEAN","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ด SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"178","AP-00001653","ถั่วเหลืองผิวดำ","BLACK SOY BEAN","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ด SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"179","AP-00001654","ฟักทอง","PUMPKIN/WINTER SQUASH/CUSHAW","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"180","AP-00001655","ฟักทอง","PUMPKIN/WINTER SQUASH/CUSHAW","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"181","AP-00001656","ถั่วเขียว","MUNG BEAN/RED GRAM/GOLDEN GRAM/GREEN GRAM/BLACK GRAM/BLACK DHAL/BLACK MUNG/GRAM BEAN/RED MUNG BEAN/URD","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ด SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"182","AP-00001657","ถั่วเขียว","MUNG BEAN/RED GRAM/GOLDEN GRAM/GREEN GRAM/BLACK GRAM/BLACK DHAL/BLACK MUNG/GRAM BEAN/RED MUNG BEAN/URD","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ด SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"183","AP-00001658","ถั่วเขียว","MUNG BEAN/RED GRAM/GOLDEN GRAM/GREEN GRAM/BLACK GRAM/BLACK DHAL/BLACK MUNG/GRAM BEAN/RED MUNG BEAN/URD","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เมล็ด SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"184","AP-00001659","บัวหลวง/บัว","SACRED LOTUS/EGYPTIAN LOTUS/LOTUS/EAST INDIAN LOTUS/EGYPTIAN BEAN","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ดอก FLOWER","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"185","AP-0000166","ผงว่านหางจระเข้","ALOE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","วุ้นจากใบ MUCILAGE FROM LEAF (GEL)","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"186","AP-00001660","มันเทศ","SWEET POTATO","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","หัว TUBER","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"187","AP-00001661","ปวยเล้ง/สปิแนช","SPINACH","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ใบ LEAF","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"188","AP-00001662","กล้วย","BANANA","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผล FRUIT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"189","AP-00001663","น้ำแอปเปิ้ลเข้มข้น","APPLE JUICE CONCENTRATE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ผลไม่รวมเมล็ด FRUIT WITHOUT SEED","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"190","AP-00001664","แคลเซียมจากเปลือกหอยมุก","PEARL SHELL CALCIUM POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","เปลือกหอย SHELL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"191","AP-00001665","ใบองุ่น","VINE LEAVES","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ใบ LEAF","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"192","AP-00001666","กะหล่ำดอก","CAULIFLOWER/HEADING BROCCOLI","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ดอกและก้านดอก FLOWER AND FLOWER STEM","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"193","AP-00001667","กะหล่ำปลี","CABBAGE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ใบ LEAF","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"194","AP-00001668","เห็ดหอม","SHIITAKE","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ดอกเห็ด MUSHROOM","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"195","AP-00001669","หน่อไม้ฝรั่ง","ASPARAGUS","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","หน่ออ่อน YOUNG SHOOT","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"196","AP-0000167","ผงว่านหางจระเข้","ALOE POWDER","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","วุ้นจากใบ MUCILAGE FROM LEAF (GEL)","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"197","AP-00001670","ฮ่วยซัว","HUAI SUA","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","หัว RHIZOME","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"198","AP-00001671","แห้วทรงกระเทียม","WATER CHESTNUT","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","หัวไม่รวมเปลือก CORM WITHOUT PEEL","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
"199","AP-00001672","ผักกาดขาวกวางตุ้ง/ผักกวางตุ้ง","CHINESE CABBAGE/PAK CHOI CABBAGE/PE-TSAI CABBAGE/CHINESE MUSTARD/PAKCHOI","PLANT/ANIMAL","breakdown-component","3","","","","","","","","","-","-","ใบ LEAF","1","2025-08-07 16:39:01","2025-08-07 16:39:01"
